id,date,username,text,geo,valor,fecha
1244672361011580928,2020-03-30 17:06:30+00:00,_txirrindulari_,"¿Crees acaso, que algo que hoy no se produzca, dejara de ser necesario ""mañana""? Quizas la rebequita de el corte ingles que pasa de moda.. pero lo realmente necesario no. Estaban 50.000 personas trabajando en obras! y siguen los repartidores llevando comida.. ‍ ",,0,2020/03/30
1244669640153890817,2020-03-30 16:55:41+00:00,luisalvar0,La primavera ha pasado de largo por El Corte Inglés.,,0,2020/03/30
1244668879210676225,2020-03-30 16:52:40+00:00,Manu_Naran,"Tranquilidad, que seguramente las acabará pagando Amancio, Ana Patricia, Florentino Pérez, o los de El Corte Inglés...",,0,2020/03/30
1244667903271632896,2020-03-30 16:48:47+00:00,hipercor,"Hola, sentimos las molestias. Debido a la situación actual, la web está experimentando algunos fallos. Estamos trabajando en ello. Si lo deseas, puedes llamar al 901930930, donde puedes hacer tu pedido telefónicamente si dispones de tarjeta El Corte Inglés. Gracias",,0,2020/03/30
1244667693871042561,2020-03-30 16:47:57+00:00,yt_juegosjuan,"Que no recortan en beneficios IKEA o el Corte inglés? Pero si han bajado muchísimo las compras, que no recortan en beneficios, eso no te lo crees ni tu, la gente ahora mismo lo último que piensa es en comprar un mueble al IKEA, OLE TUS COJONES",,0,2020/03/30
1244666792099942402,2020-03-30 16:44:22+00:00,Qputapena,"que me estás contando?entiendo los ERTES a PYMES, xo no a empresas como IKEA o el Corte inglés para que no recorten beneficios...lo q no se puede hacer es endeudar a los ciudadanos para salvar a la banca o grandes empresas, mientras la población no llega a fin de mes...",,0,2020/03/30
1244664949936402433,2020-03-30 16:37:03+00:00,Tuitero_David,Seguro? ....a mí me la vendieron en el corte inglés como exclusiva y numerada ,,0,2020/03/30
1244664824472178688,2020-03-30 16:36:33+00:00,javierasecas,La primavera llegará cuando lo diga el Corte Inglés y no un mindundi con ínfulas de todopoderoso.,,0,2020/03/30
1244662879925796864,2020-03-30 16:28:49+00:00,jaramarivergma1,"Pues serás tú solo, si nos informamos por IDA: la conclusión es que ya es primavera en el corte inglés",,0,2020/03/30
1244661862081462276,2020-03-30 16:24:47+00:00,Martix_AL,“Algunas de las cías que anunciaron esos ERTE han sido las mismas que se han mostrado dispuestas a realizar donaciones. La última fue El Corte Inglés. [“dona ropa de cama para equipar el hospital de campaña levantado en Ifema (y abre) un ERTE para 25.900 empleados”@_CarrascoLara,,0,2020/03/30
1244660943503667200,2020-03-30 16:21:08+00:00,PanicOrfila,"Grandes compañías como Inditex o El Corte Inglés han anunciado suculentas donaciones a la sanidad pública, pero los datos de los técnicos de Hacienda revelan que las empresas pagan la mitad de impuestos que antes de la crisis https://www.infolibre.es/noticias/politica/2020/03/27/la_doble_cara_las_grandes_empresas_anuncian_grandes_donaciones_pero_aportacion_impuestos_continua_siendo_baja_105332_1012.html",,0,2020/03/30
1244660850671091713,2020-03-30 16:20:46+00:00,natykira,"En los supermercados igual,han subido precios a varios artículos, tanto en hiperdino y el corte inglés, doy fe de ello.Encima que la gente está sin trabajo, y con Erte que no saben cuando cobrarán,estos miserables empresarios suben los precios a lo más esencial,la alimentación ",,0,2020/03/30
1244655691438096387,2020-03-30 16:00:16+00:00,Espadvance,"No, de las grandes seguras es la que quedaría junto a quizás Media Markt, y habrá que ver si El Corte Inglés y/o Xtralife reciben. Carrefour por lo que he leído con las reservas no creo, pero quién sabe.",,0,2020/03/30
1244655453537255426,2020-03-30 15:59:19+00:00,Guillee_fcb,Es decir que tu prefieres que no donen nada. Por cierto el corte ingles esta donando ropa del hospital construido ahora en Ifema y por ejemplo Messi ha donado 1 millon de euros...,,0,2020/03/30
1244654470409129986,2020-03-30 15:55:24+00:00,mikelillo_1,Alguien en El Corte Inglés está descorchando champán acordándose de la decisión de no salir a bolsa. ,,0,2020/03/30
1244654188400971776,2020-03-30 15:54:17+00:00,soydechollos,"¡Chollo! Chanclas de dedo Quiksilver desde sólo 4,95€ en El Corte Inglés https://ift.tt/2w4AvYA",,0,2020/03/30
1244653344272023553,2020-03-30 15:50:56+00:00,Maukatansky,"Hay que probar en todos los retailers, siempre lo digo. Mucha gente solo piensa en reservar en algunos sitios y lo mejor es probar suerte en todos. TLOU2 la reservé en El Corte Inglés porque sabía que no iba a tener tanto problema como en GAME/Fnac y quería asegurar a muerte",,0,2020/03/30
1244652205623382017,2020-03-30 15:46:24+00:00,Guillee_fcb,El erte lo estan haciendo todo tipo de empresas... desde el barça hasta el corte inglés,,0,2020/03/30
