date,fecha,geo,id,text,username,valor
2020-03-30 17:27:33+00:00,2020/03/30,,1.2446776589332234e+18,"Taurus Mycook One: un robot de cocina de alta gama a precio low cost, ahora a mitad de precio en Amazon y El Corte Inglés http://dlvr.it/RSrbTF",BombardinoCafe,0.0
2020-03-30 17:22:25+00:00,2020/03/30,,1.2446763654686966e+18,"m encantan los comentarios en contra d los empresarios, como si todos fueran el corte inglés, pues nada 3 meses en casa y luego comemos mierda, hay vida despues del virus, y ya lo dijeron otros paises, la medida mas efectiva es la prevención, sin economía tampoco hay sistema",yulealani,0.0
2020-03-30 17:16:10+00:00,2020/03/30,,1.2446747941525053e+18,CULTURA Ámbito Cultural de El Corte Inglés ofrece online toda su programación para disfrutar desde casa ,leonoticias_,1.0
2020-03-30 17:15:40+00:00,2020/03/30,,1.2446746670104986e+18,"La doble cara de grandes empresas: donaciones mill a la sanidad pero menos contribución fiscal qen 2007. Grandes cías como Inditex, El Corte Inglés o Mango ya han anunciado donaciones pero aportan un porcentaje muy pequeño d beneficios al pgo de impuestos. ",A_galega_,0.0
2020-03-30 17:13:28+00:00,2020/03/30,,1.2446741138070446e+18,Ámbito Cultural de El Corte Inglés ofrece online toda su programación para disfrutar desde casa https://www.elperiodicodeaqui.com/epda-noticias/ambito-cultural-de-el-corte-ingles-ofrece-online-toda-su-programacion-para-disfrutar-desde-casa/206989,elperiodicoaqui,1.0
2020-03-30 17:12:37+00:00,2020/03/30,,1.244673901180924e+18,Yo he picado en el corte ingles... Pero me ha llegado la consola y el juego aún no ,sharkirenita,0.0
2020-03-30 17:11:51+00:00,2020/03/30,,1.2446737072447324e+18,El Corte Inglés ofrece de forma gratuita su Ámbito Cultural para obligar “a quedarse en casa” http://www.castelloninformacion.com/el-corte-ingles-ambito-cultural-gratuito-confinamiento/,csinformacion,1.0
2020-03-30 17:06:30+00:00,2020/03/30,,1.244672361011581e+18,"¿Crees acaso, que algo que hoy no se produzca, dejara de ser necesario ""mañana""? Quizas la rebequita de el corte ingles que pasa de moda.. pero lo realmente necesario no. Estaban 50.000 personas trabajando en obras! y siguen los repartidores llevando comida.. ‍ ",_txirrindulari_,0.0
2020-03-30 16:55:41+00:00,2020/03/30,,1.2446696401538908e+18,La primavera ha pasado de largo por El Corte Inglés.,luisalvar0,0.0
2020-03-30 16:52:40+00:00,2020/03/30,,1.2446688792106762e+18,"Tranquilidad, que seguramente las acabará pagando Amancio, Ana Patricia, Florentino Pérez, o los de El Corte Inglés...",Manu_Naran,0.0
2020-03-30 16:48:47+00:00,2020/03/30,,1.244667903271633e+18,"Hola, sentimos las molestias. Debido a la situación actual, la web está experimentando algunos fallos. Estamos trabajando en ello. Si lo deseas, puedes llamar al 901930930, donde puedes hacer tu pedido telefónicamente si dispones de tarjeta El Corte Inglés. Gracias",hipercor,0.0
2020-03-30 16:47:57+00:00,2020/03/30,,1.2446676938710426e+18,"Que no recortan en beneficios IKEA o el Corte inglés? Pero si han bajado muchísimo las compras, que no recortan en beneficios, eso no te lo crees ni tu, la gente ahora mismo lo último que piensa es en comprar un mueble al IKEA, OLE TUS COJONES",yt_juegosjuan,0.0
2020-03-30 16:44:22+00:00,2020/03/30,,1.2446667920999424e+18,"que me estás contando?entiendo los ERTES a PYMES, xo no a empresas como IKEA o el Corte inglés para que no recorten beneficios...lo q no se puede hacer es endeudar a los ciudadanos para salvar a la banca o grandes empresas, mientras la población no llega a fin de mes...",Qputapena,0.0
2020-03-30 16:37:03+00:00,2020/03/30,,1.2446649499364024e+18,Seguro? ....a mí me la vendieron en el corte inglés como exclusiva y numerada ,Tuitero_David,0.0
2020-03-30 16:36:33+00:00,2020/03/30,,1.2446648244721787e+18,La primavera llegará cuando lo diga el Corte Inglés y no un mindundi con ínfulas de todopoderoso.,javierasecas,0.0
2020-03-30 16:28:49+00:00,2020/03/30,,1.2446628799257969e+18,"Pues serás tú solo, si nos informamos por IDA: la conclusión es que ya es primavera en el corte inglés",jaramarivergma1,0.0
2020-03-30 16:24:47+00:00,2020/03/30,,1.2446618620814623e+18,“Algunas de las cías que anunciaron esos ERTE han sido las mismas que se han mostrado dispuestas a realizar donaciones. La última fue El Corte Inglés. [“dona ropa de cama para equipar el hospital de campaña levantado en Ifema (y abre) un ERTE para 25.900 empleados”@_CarrascoLara,Martix_AL,0.0
2020-03-30 16:21:08+00:00,2020/03/30,,1.2446609435036672e+18,"Grandes compañías como Inditex o El Corte Inglés han anunciado suculentas donaciones a la sanidad pública, pero los datos de los técnicos de Hacienda revelan que las empresas pagan la mitad de impuestos que antes de la crisis https://www.infolibre.es/noticias/politica/2020/03/27/la_doble_cara_las_grandes_empresas_anuncian_grandes_donaciones_pero_aportacion_impuestos_continua_siendo_baja_105332_1012.html",PanicOrfila,0.0
